,date,max_temp
475,2020-05-03,35.1
476,2020-05-04,35.5
477,2020-05-05,40.0
478,2020-05-06,35.5
479,2020-05-07,33.2
480,2020-05-08,30.55
481,2020-05-09,35.7
482,2020-05-13,39.2
483,2020-05-14,38.7
484,2020-05-15,39.1
485,2020-05-16,39.0
486,2020-05-17,39.3
487,2020-05-18,39.1
488,2020-05-19,40.8
489,2020-05-20,38.6
490,2020-05-21,41.4
491,2020-05-22,42.0
492,2020-05-23,42.6
493,2020-05-24,43.2
494,2020-05-25,41.8
495,2020-05-26,42.3
496,2020-05-27,41.5
497,2020-05-28,41.6
498,2020-05-29,42.4
499,2020-05-30,42.1
500,2020-05-31,37.1
501,2020-06-01,27.9
502,2020-06-02,33.3
503,2020-06-03,32.5
504,2020-06-04,35.4
505,2020-06-05,39.3
506,2020-06-06,37.8
507,2020-06-07,30.55
508,2020-06-08,32.3
509,2020-06-09,35.7
510,2020-06-13,32.8
511,2020-06-14,36.0
512,2020-06-15,35.5
513,2020-06-16,35.5
514,2020-06-17,35.9
515,2020-06-18,33.4
516,2020-06-19,35.8
517,2020-06-20,35.9
518,2020-06-21,35.3
519,2020-06-22,33.4
520,2020-06-23,33.1
521,2020-06-24,35.5
522,2020-06-25,37.9
523,2020-06-26,37.9
524,2020-06-27,36.4
525,2020-06-28,37.6
526,2020-06-29,37.4
527,2020-06-30,36.6
528,2020-07-01,29.9
529,2020-07-02,32.8
530,2020-07-03,32.4
531,2020-07-04,36.7
532,2020-07-05,38.8
533,2020-07-06,39.5
534,2020-07-07,32.95
535,2020-07-08,33.15
536,2020-07-09,35.8
537,2020-07-13,33.95
538,2020-07-14,32.4
539,2020-07-15,32.75
540,2020-07-16,32.5
541,2020-07-17,30.45
542,2020-07-18,34.25
543,2020-07-19,35.15
544,2020-07-20,33.9
545,2020-07-21,35.55
546,2020-07-22,35.7
547,2020-07-23,33.9
548,2020-07-24,30.1
549,2020-07-25,34.05
550,2020-07-26,32.7
551,2020-07-27,35.7
552,2020-07-28,35.65
553,2020-07-29,35.4
554,2020-07-30,34.45
555,2020-07-31,36.15
556,2020-08-01,29.5
557,2020-08-02,31.2
558,2020-08-03,30.8
559,2020-08-04,37.6
560,2020-08-05,38.7
561,2020-08-06,37.8
562,2020-08-07,35.2
563,2020-08-08,36.1
564,2020-08-09,35.8
565,2020-08-13,28.0
566,2020-08-14,26.25
567,2020-08-15,25.6
568,2020-08-16,26.5
569,2020-08-17,27.15
570,2020-08-18,30.35
571,2020-08-19,33.25
572,2020-08-20,28.15
573,2020-08-21,27.55
574,2020-08-22,31.45
575,2020-08-23,32.9
576,2020-08-24,34.1
577,2020-08-25,35.25
578,2020-08-26,34.2
579,2020-08-27,31.8
580,2020-08-28,30.15
581,2020-08-29,33.5
582,2020-08-30,34.45
583,2020-08-31,35.4
584,2020-09-01,27.4
585,2020-09-02,30.4
586,2020-09-03,32.7
587,2020-09-04,37.9
588,2020-09-05,38.8
589,2020-09-06,39.3
590,2020-09-07,35.3
591,2020-09-08,32.8
592,2020-09-09,36.8
593,2020-09-13,33.8
594,2020-09-14,31.1
595,2020-09-15,32.7
596,2020-09-16,33.0
597,2020-09-17,30.5
598,2020-09-18,35.7
599,2020-09-19,34.1
600,2020-09-20,33.7
601,2020-09-21,33.8
602,2020-09-22,32.8
603,2020-09-23,33.0
604,2020-09-24,33.2
605,2020-09-25,35.3
606,2020-09-26,32.8
607,2020-09-27,29.9
608,2020-09-28,32.6
609,2020-09-29,34.2
610,2020-09-30,32.9
611,2020-10-01,33.2
612,2020-10-02,34.0
613,2020-10-03,34.5
614,2020-10-04,36.9
615,2020-10-05,34.1
616,2020-10-06,39.4
617,2020-10-07,35.6
618,2020-10-08,31.35
619,2020-10-09,35.5
620,2020-10-10,33.5
